1	g	44,44	
2	g	23,48	
3	g	13,39	
4	g	22,14	
5	g	42,40	
6	g	33,15	
7	g	28,16	
8	g	17,20	
9	g	22,43	
10	g	42,1	
11	g	30,46	
12	g	18,28	
13	g	31,37	
14	g	35,14	
15	g	38,5	
16	g	30,19	
17	g	22,31	
18	g	31,35	
19	g	30,47	
20	g	20,5	
21	g	26,4	
22	g	42,26	
23	g	35,24	
24	g	38,29	
25	g	32,13	
26	g	3,48	
27	g	18,30	
28	g	41,36	
29	g	28,9	
30	g	23,8	
31	g	36,17	
32	g	36,44	
33	g	39,40	
34	g	40,39	
35	g	40,16	
36	g	43,6	
37	g	35,0	
38	g	1,7	
39	g	12,28	
40	g	41,4	
41	g	26,5	
42	g	7,44	
43	g	2,12	
44	g	39,30	
45	g	46,3	
46	g	15,13	
47	g	26,39	
48	g	14,29	
49	g	6,14	
50	g	0,16	
51	g	31,43	
52	g	25,1	
53	g	8,40	
54	g	24,37	
55	g	2,25	
56	g	11,26	
57	g	15,22	
58	g	36,22	
59	g	0,42	
60	g	28,17	
61	g	11,17	
62	g	19,37	
63	g	25,43	
64	g	19,44	
65	g	38,32	
66	g	7,16	
67	g	24,40	
68	g	43,26	
69	g	44,2	
70	g	29,3	
71	g	33,48	
72	g	11,38	
73	g	35,1	
74	g	3,24	
75	g	17,0	
76	g	9,4	
grass	g	39,33	
78	g	40,46	
79	g	46,22	
80	g	31,34	
81	g	14,0	
82	g	0,9	
83	g	33,18	
84	g	29,42	
85	g	10,37	
86	g	19,13	
87	g	39,7	
88	g	36,32	
89	g	16,30	
90	g	13,42	
91	g	2,16	
92	g	27,35	
93	g	10,24	
94	g	46,2	
95	g	9,0	
96	g	22,19|15,47|28,39	
97	g	0,37|37,22|41,7	
98	g	33,8	
99	g	44,19	
100	g	36,15	
101	g	27,28	
102	g	33,45	
103	g	14,7	
104	g	20,41	
105	g	10,18	
106	g	1,30	
107	g	5,28	
108	g	28,43	
109	g	36,29	
110	t	34,7	
111	t	3,5	
112	t	4,21	
113	t	34,14	
114	t	32,45	
115	t	29,14	
116	t	24,21	
117	t	41,26	
118	t	34,38	
119	t	33,40	
120	t	41,15	
121	t	31,1	
122	t	36,8	
123	t	44,8	
124	t	15,2	
125	t	17,7	
126	t	26,41	
127	t	25,46	
128	t	23,33	
129	t	10,11	
130	t	13,16	
131	t	2,35	
132	t	18,36	
133	t	16,21	
134	t	18,34	
135	t	15,0	
136	t	2,41	
137	t	4,18	
138	t	18,15	
139	t	46,29	
140	t	1,2	
141	t	3,41	
142	t	46,28	
143	t	22,42	
144	t	8,43	
145	t	13,47	
146	t	15,38	
147	t	34,44	
148	t	37,45	
149	t	8,10	
150	t	0,12	
151	t	36,42	
152	t	23,0	
153	t	35,47	
154	t	5,24	
155	t	2,14	
156	t	37,33	
157	t	42,14	
158	t	12,30	
159	t	14,32	
160	t	18,40	
161	t	1,43	
162	t	16,34	
163	t	13,40	
164	t	15,30	
165	t	44,21	
166	t	8,12	
167	t	1,40	
168	t	37,29	
169	t	32,7	
170	t	29,29	
171	t	30,22	
172	t	8,11	
173	t	17,10	
174	t	26,37	
175	t	45,46	
176	t	28,28	
177	t	20,36	
178	t	41,0	
179	t	45,25	
180	t	31,21	
181	t	19,48	
182	t	11,24	
183	t	21,43	
184	t	23,6	
185	t	36,36	
186	t	6,6	
187	t	11,42	
188	t	28,23	
189	t	23,19	
190	t	36,40	
191	t	29,31	
192	t	3,0	
193	t	38,46	
194	t	42,18	
195	t	33,44	
196	t	18,31	
197	t	16,37	
198	t	24,32	
199	t	14,1	
200	t	41,1	
201	t	23,13	
202	t	37,10	
203	t	21,42	
204	t	6,33	
205	t	36,4	
206	t	4,46	
207	t	9,11	
208	t	46,40	
209	t	42,31	
210	t	3,18	
211	t	4,31	
212	t	8,24	
213	t	38,23	
214	t	3,36	
215	t	7,21	
216	t	11,18	
217	t	13,19	
218	t	40,12	
219	t	21,27	
220	t	30,24	
221	t	38,11	
222	t	20,14	
223	t	17,31	
224	t	40,37	
225	t	29,0	
226	t	14,34	
227	t	41,45	
228	t	44,25	
229	t	24,6	
230	t	38,45	
231	t	44,6	
232	t	23,46	
233	t	21,10	
234	t	13,41	
235	t	29,26	
236	t	21,20	
237	t	41,27	
238	t	12,40	
239	t	6,45	
240	t	46,24	
241	t	12,26	
242	t	46,27	
243	t	16,19	
244	t	6,43	
245	t	41,8	
246	t	45,41	
247	t	15,19	
248	g	15,1	
249	g	24,19	
250	g	46,25	
251	g	9,1	
252	g	44,26	
253	g	39,46	
254	g	15,16	
255	g	16,16	
256	g	0,4	
257	g	38,24	
258	g	45,26	
259	g	46,47	
260	g	5,6	
261	g	30,37	
262	g	44,30	
263	g	26,18	
264	g	5,34	
265	g	16,46	
266	g	14,8	
267	g	42,11	
268	g	21,45	
269	g	31,33	
270	g	36,47	
271	g	17,42	
272	g	37,2	
273	g	34,40	
274	g	1,32	
275	g	42,9	
276	g	0,3	
277	g	9,13	
278	g	5,44	
279	g	45,20	
280	g	5,29	
281	g	23,45	
282	g	18,44	
283	g	14,27	
284	g	17,41	
285	g	32,14	
286	g	29,4	
287	g	1,17	
288	g	23,7	
289	g	3,3	
290	g	14,39	
291	g	21,13	
292	g	30,35	
293	g	8,21	
294	g	15,15	
295	g	13,8	
296	g	30,4	
297	g	2,32	
298	g	19,36	
299	g	21,22	
300	g	8,36	
301	g	4,16	
302	g	36,25	
303	g	14,45	
304	g	12,17	
305	g	46,12	
306	g	33,31	
307	g	8,15	
308	g	33,2	
309	g	11,22	
310	g	42,16	
311	g	6,29	
312	g	29,41	
313	g	33,17	
314	g	34,37	
315	g	31,45	
316	g	10,42	
317	g	18,4	
318	g	34,13	
319	g	16,17	
320	g	28,22	
321	g	32,18	
322	g	43,31	
323	g	4,15	
324	g	14,46	
325	g	45,36	
326	g	5,9	
327	g	39,37	
328	g	27,26	
329	g	1,46	
330	g	42,2	
331	g	45,47	
332	g	45,1	
333	g	22,35	
334	g	46,7	
335	g	39,28	
336	g	41,35	
337	g	37,41	
338	g	21,34	
339	g	23,44	
340	g	18,16	
341	g	46,1	
342	g	20,3	
343	g	41,31	
344	g	39,14	
345	g	5,2	
346	g	39,23	
347	g	38,17	
348	g	37,6	
349	g	35,13	
350	g	12,41	
351	g	43,33	
352	g	20,40	
353	g	12,29	
354	g	16,13	
355	g	9,31	
356	g	22,8	
357	g	16,32	
358	g	44,15	
359	g	25,36	
360	g	1,36	
361	g	31,38	
362	g	16,43	
363	g	31,36	
364	g	14,42	
365	g	23,21	
366	g	1,45	
367	g	20,35	
368	g	35,21	
369	g	38,7	
370	g	23,34	
371	g	13,30	
372	g	40,2	
373	g	23,25	
374	g	41,11	
375	g	13,21	
376	g	39,22	
377	g	25,14	
378	g	29,37	
379	g	21,33	
380	g	38,13	
381	g	16,26	
382	t,g,t,g	21,28	
383	t,g,t,g	26,6	
384	t,g,t,g	14,14	
385	t,g,t,g	16,31	
386	t,g,t,g	28,30	
387	t,g,t,g	19,8	
388	t,g,t,g	19,42	
389	t,g,t,g	27,47	
390	t,g,t,g	24,4	
391	t,g,t,g	13,17	
392	t,g,t,g	28,48	
393	t,g,t,g	14,11	
394	t,g,t,g	27,15	
395	t,g,t,g	27,18	
396	t,g,t,g	1,47	
397	t,g,t,g	41,43	
398	t,g,t,g	6,30	
399	t,g,t,g	46,41	
400	t,g,t,g	37,16	
401	t,g,t,g	10,38	
402	t,g,t,g	43,19	
403	t,g,t,g	35,23	
404	t,g,t,g	17,6	
